city,state,ev_network,total_stations,total_level1_ports,total_level2_ports,total_dc_fast_ports,total_ports,avg_ports_per_station,dc_fast_pct,level2_pct,created_at
Santa Ana,CA,Electrify America,3,0,3,9,12,4.00,75.00,25.00,2026-06-21 21:47:05.311903+00
Kerman,CA,ChargePoint Network,8,0,12,0,12,1.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Newport Beach,CA,LOOP,2,0,12,0,12,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Temecula,CA,RIVIAN_ADVENTURE,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Murrieta,CA,Blink Network,1,0,12,0,12,12.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lindsay,CA,EV Connect,1,0,12,0,12,12.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Leandro,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Ripon,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Newport Beach,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Gardena,CA,WATT_EV,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Ardo,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Huntington Park,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Sand City,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Paso Robles,CA,EVRANGE,2,0,2,10,12,6.00,83.33,16.67,2026-06-21 21:47:05.311903+00
Williams,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Walnut Creek,CA,eVgo Network,2,0,0,12,12,6.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Grass Valley,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Valencia,CA,eVgo Network,3,0,0,12,12,4.00,100.00,0.00,2026-06-21 21:47:05.311903+00
St. Helena,CA,Tesla,1,0,0,12,12,12.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Perris,CA,LOOP,2,0,12,0,12,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Temecula,CA,LOOP,2,0,12,0,12,6.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Brea,CA,ChargePoint Network,9,0,7,4,11,1.22,36.36,63.64,2026-06-21 21:47:05.311903+00
Cupertino,CA,Tesla Destination,3,0,11,0,11,3.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Simi Valley,CA,Blink Network,2,0,10,1,11,5.50,9.09,90.91,2026-06-21 21:47:05.311903+00
Fortuna,CA,ChargePoint Network,6,0,11,0,11,1.83,0.00,100.00,2026-06-21 21:47:05.311903+00
Menifee,CA,EV Connect,1,0,11,0,11,11.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mendota,CA,ChargePoint Network,7,0,11,0,11,1.57,0.00,100.00,2026-06-21 21:47:05.311903+00
South Pasadena,CA,Tesla,1,0,0,11,11,11.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Laguna Beach,CA,ChargePoint Network,6,0,11,0,11,1.83,0.00,100.00,2026-06-21 21:47:05.311903+00
Fremont,CA,Non-Networked,2,0,11,0,11,5.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Lathrop,CA,Tesla,1,0,0,11,11,11.00,100.00,0.00,2026-06-21 21:47:05.311903+00
North Hollywood,CA,Blink Network,2,0,11,0,11,5.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Eureka,CA,Tesla Destination,3,0,11,0,11,3.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Irvine,CA,Tesla Destination,2,0,11,0,11,5.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Chula Vista,CA,LOOP,3,0,11,0,11,3.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Rancho Mission Viejo,CA,ChargePoint Network,7,0,11,0,11,1.57,0.00,100.00,2026-06-21 21:47:05.311903+00
Wilmington,CA,Non-Networked,3,0,5,6,11,3.67,54.55,45.45,2026-06-21 21:47:05.311903+00
Ladera Ranch,CA,ChargePoint Network,6,0,11,0,11,1.83,0.00,100.00,2026-06-21 21:47:05.311903+00
Milpitas,CA,Blink Network,3,0,11,0,11,3.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Universal City,CA,Non-Networked,1,1,10,0,11,11.00,0.00,90.91,2026-06-21 21:47:05.311903+00
Lathrop,CA,ChargePoint Network,8,0,10,1,11,1.38,9.09,90.91,2026-06-21 21:47:05.311903+00
El Monte,CA,LOOP,1,0,11,0,11,11.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Barstow,CA,ChargePoint Network,8,0,8,3,11,1.38,27.27,72.73,2026-06-21 21:47:05.311903+00
Clovis,CA,CHARGELAB,1,0,11,0,11,11.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Calabasas,CA,ChargePoint Network,6,0,11,0,11,1.83,0.00,100.00,2026-06-21 21:47:05.311903+00
Placerville,CA,Tesla Destination,3,0,11,0,11,3.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Diamond Bar,CA,eVgo Network,3,0,0,11,11,3.67,100.00,0.00,2026-06-21 21:47:05.311903+00
Tarzana,CA,Blink Network,1,0,11,0,11,11.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Monrovia,CA,ChargePoint Network,10,0,4,7,11,1.10,63.64,36.36,2026-06-21 21:47:05.311903+00
Westlake Village,CA,LOOP,3,0,11,0,11,3.67,0.00,100.00,2026-06-21 21:47:05.311903+00
San Bruno,CA,Tesla Destination,2,0,11,0,11,5.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Tulare,CA,ChargePoint Network,6,0,7,4,11,1.83,36.36,63.64,2026-06-21 21:47:05.311903+00
Thousand Oaks,CA,eVgo Network,2,0,1,10,11,5.50,90.91,9.09,2026-06-21 21:47:05.311903+00
Atwater,CA,EVCS,2,0,9,2,11,5.50,18.18,81.82,2026-06-21 21:47:05.311903+00
Coronado,CA,ChargePoint Network,11,0,11,0,11,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Jose,CA,EV Connect,1,0,11,0,11,11.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Anaheim,CA,Non-Networked,2,1,10,0,11,5.50,0.00,90.91,2026-06-21 21:47:05.311903+00
Costa Mesa,CA,LOOP,2,0,11,0,11,5.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Vacaville,CA,eVgo Network,3,0,1,10,11,3.67,90.91,9.09,2026-06-21 21:47:05.311903+00
Petaluma,CA,eVgo Network,2,0,1,10,11,5.50,90.91,9.09,2026-06-21 21:47:05.311903+00
Sacramento,CA,NOODOE,1,0,11,0,11,11.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rosemead,CA,EVGATEWAY,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Marcos,CA,Tesla Destination,4,0,10,0,10,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Visalia,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Geyserville,CA,Tesla Destination,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Palm Desert,CA,EV Connect,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Rosa,CA,CHARGENET,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Hesperia,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Wildomar,CA,Blink Network,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Diego Country Estates,CA,EVGATEWAY,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Auburn,CA,Non-Networked,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Visalia,CA,CHARGIE,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Simi Valley,CA,Non-Networked,4,0,8,2,10,2.50,20.00,80.00,2026-06-21 21:47:05.311903+00
Tracy,CA,EVCS,1,0,8,2,10,10.00,20.00,80.00,2026-06-21 21:47:05.311903+00
West Sacramento,CA,Non-Networked,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Luis Obispo,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Palo Alto,CA,Electrify America,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Trona,CA,EVGATEWAY,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
National City,CA,Electrify America,2,0,1,9,10,5.00,90.00,10.00,2026-06-21 21:47:05.311903+00
Bakersfield,CA,Blink Network,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pebble Beach,CA,Tesla Destination,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Redding,CA,AMPUP,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Ramona,CA,ChargePoint Network,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mission Viejo,CA,Electrify America,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Montebello,CA,Non-Networked,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Napa,CA,AUTEL,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lost Hills,CA,NOODOE,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sonoma,CA,Tesla Destination,3,0,10,0,10,3.33,0.00,100.00,2026-06-21 21:47:05.311903+00
San Bruno,CA,EPIC_CHARGING,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
La Jolla,CA,eVgo Network,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Lakeside,CA,eVgo Network,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Escondido,CA,Electrify America,2,0,1,9,10,5.00,90.00,10.00,2026-06-21 21:47:05.311903+00
Modesto,CA,EVCS,2,0,8,2,10,5.00,20.00,80.00,2026-06-21 21:47:05.311903+00
Richmond,CA,AMPUP,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Yuba City,CA,Tesla,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Rosa,CA,eVgo Network,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Rialto,CA,EVGATEWAY,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Manhattan Beach,CA,EV Connect,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
West Puente Valley,CA,EVCS,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Foster City,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Los Banos,CA,Tesla,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Paula,CA,ChargePoint Network,6,0,8,2,10,1.67,20.00,80.00,2026-06-21 21:47:05.311903+00
Berkeley,CA,EV Connect,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Torrance,CA,FLIPTURN,1,0,6,4,10,10.00,40.00,60.00,2026-06-21 21:47:05.311903+00
San Francisco,CA,IONNA,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Rohnert Park,CA,Tesla Destination,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
los Angeles,CA,ABM,2,0,8,2,10,5.00,20.00,80.00,2026-06-21 21:47:05.311903+00
Ojai,CA,Blink Network,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Arcadia,CA,Electrify America,2,0,1,9,10,5.00,90.00,10.00,2026-06-21 21:47:05.311903+00
Barstow,CA,Blink Network,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Milpitas,CA,LOOP,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lake Forest,CA,Non-Networked,3,0,10,0,10,3.33,0.00,100.00,2026-06-21 21:47:05.311903+00
Rancho Palos Verdes,CA,ChargePoint Network,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Ynez,CA,Non-Networked,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Kettleman City,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Hollister,CA,eVgo Network,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Ridgecrest,CA,EVGATEWAY,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Murrieta,CA,eVgo Network,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Oakdale,CA,ChargePoint Network,6,0,8,2,10,1.67,20.00,80.00,2026-06-21 21:47:05.311903+00
Highland,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Marcos,CA,LOOP,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Newbury Park,CA,Non-Networked,4,5,5,0,10,2.50,0.00,50.00,2026-06-21 21:47:05.311903+00
Hollywood,CA,EVCS,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Barstow,CA,EVGATEWAY,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hanford,CA,CHARGIE,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mill Valley,CA,ChargePoint Network,6,0,10,0,10,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
San Bernardino,CA,eVgo Network,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
La Mesa,CA,POWERFLEX,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Clarita,CA,EV Connect,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Visalia,CA,UNIVERSAL,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hollister,CA,ChargePoint Network,8,0,7,3,10,1.25,30.00,70.00,2026-06-21 21:47:05.311903+00
Huntington Beach,CA,Electrify America,2,0,1,9,10,5.00,90.00,10.00,2026-06-21 21:47:05.311903+00
San Clemente,CA,eVgo Network,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Stockton,CA,Electrify America,2,0,2,8,10,5.00,80.00,20.00,2026-06-21 21:47:05.311903+00
El Dorado Hills,CA,ChargePoint Network,6,0,10,0,10,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Oceanside,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Lompoc,CA,ChargePoint Network,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Industry,CA,LOOP,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Ahwahnee,CA,Tesla Destination,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Port Hueneme,CA,ChargePoint Network,6,0,10,0,10,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Lancaster,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pleasanton,CA,Non-Networked,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Claremont,CA,Blink Network,4,0,10,0,10,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Duarte,CA,EVGATEWAY,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Newark,CA,SYNERGEV,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Arvin,CA,Non-Networked,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fresno,CA,INTERTIE,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
South San Francisco,CA,Tesla Destination,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Torrance,CA,Electrify America,2,0,1,9,10,5.00,90.00,10.00,2026-06-21 21:47:05.311903+00
Ontario,CA,LOOP,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Ynez,CA,ChargePoint Network,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Daly City,CA,eVgo Network,3,0,2,8,10,3.33,80.00,20.00,2026-06-21 21:47:05.311903+00
Arroyo Grande,CA,ChargePoint Network,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Corte Madera,CA,Tesla,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pleasant Hill,CA,eVgo Network,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Vista,CA,IONNA,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pittsburg,CA,FLO,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Jose,CA,CHAEVI,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Vacaville,CA,Electrify America,2,0,2,8,10,5.00,80.00,20.00,2026-06-21 21:47:05.311903+00
Escondido,CA,Blink Network,4,0,10,0,10,2.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Paradise,CA,EVCS,1,0,2,8,10,10.00,80.00,20.00,2026-06-21 21:47:05.311903+00
El Cajon,CA,Electrify America,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Gabriel,CA,ChargePoint Network,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Folsom,CA,LOOP,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sunnyvale,CA,Non-Networked,3,0,10,0,10,3.33,0.00,100.00,2026-06-21 21:47:05.311903+00
Cypress,CA,eVgo Network,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Chatsworth Lake Manor,CA,LOOP,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mettler,CA,ChargePoint Network,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Seal Beach,CA,ChargePoint Network,7,0,10,0,10,1.43,0.00,100.00,2026-06-21 21:47:05.311903+00
Eureka,CA,EVCS,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Barbara,CA,TURNONGREEN,2,0,10,0,10,5.00,0.00,100.00,2026-06-21 21:47:05.311903+00
McClellan Park,CA,ChargePoint Network,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Camarillo,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Calexico,CA,ChargePoint Network,7,0,10,0,10,1.43,0.00,100.00,2026-06-21 21:47:05.311903+00
Antioch,CA,Tesla,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Redondo Beach,CA,eVgo Network,2,0,0,10,10,5.00,100.00,0.00,2026-06-21 21:47:05.311903+00
El Segundo,CA,SYNERGEV,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
West Sacramento,CA,NAYAX_ENERGY,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Geyserville,CA,INTERTIE,1,0,2,8,10,10.00,80.00,20.00,2026-06-21 21:47:05.311903+00
Chino Hills,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Culver City,CA,Electrify America,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Murrieta,CA,AMPUP,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Redding,CA,EVCS,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fresno,CA,RIVIAN_ADVENTURE,1,0,0,10,10,10.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Fort Bragg,CA,ChargePoint Network,5,0,10,0,10,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rialto,CA,ChargePoint Network,6,0,10,0,10,1.67,0.00,100.00,2026-06-21 21:47:05.311903+00
Pleasanton,CA,POWERFLEX,1,0,10,0,10,10.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Gustine,CA,Non-Networked,1,10,0,0,10,10.00,0.00,0.00,2026-06-21 21:47:05.311903+00
Lancaster,CA,Blink Network,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
South San Francisco,CA,eVgo Network,2,0,0,9,9,4.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Ontario,CA,Non-Networked,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Redding,CA,TURNONGREEN,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Rutherford,CA,Tesla Destination,3,0,9,0,9,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Red Bluff,CA,ChargePoint Network,6,0,6,3,9,1.50,33.33,66.67,2026-06-21 21:47:05.311903+00
Santa Clara,CA,Non-Networked,3,0,7,2,9,3.00,22.22,77.78,2026-06-21 21:47:05.311903+00
Irvine,CA,AMPUP,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Turlock,CA,Non-Networked,4,0,9,0,9,2.25,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Barbara,CA,eVgo Network,3,0,0,9,9,3.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Cupertino,CA,eVgo Network,3,0,3,6,9,3.00,66.67,33.33,2026-06-21 21:47:05.311903+00
Petaluma,CA,Tesla Destination,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Mount Shasta,CA,ChargePoint Network,5,0,6,3,9,1.80,33.33,66.67,2026-06-21 21:47:05.311903+00
Los Alamitos,CA,Blink Network,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oceanside,CA,Blink Network,2,0,7,2,9,4.50,22.22,77.78,2026-06-21 21:47:05.311903+00
Orange,CA,Electrify America,2,0,1,8,9,4.50,88.89,11.11,2026-06-21 21:47:05.311903+00
San Bernardino,CA,EV Connect,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Irvine,CA,eVgo Network,3,0,0,9,9,3.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Sherman Oaks,CA,eVgo Network,2,0,0,9,9,4.50,100.00,0.00,2026-06-21 21:47:05.311903+00
Fowler,CA,Non-Networked,3,0,9,0,9,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Gold River,CA,LOOP,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Brentwood,CA,Tesla Destination,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Glendale,CA,Blink Network,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Tustin,CA,eVgo Network,2,0,1,8,9,4.50,88.89,11.11,2026-06-21 21:47:05.311903+00
Dublin,CA,EV Connect,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
La Jolla,CA,Blink Network,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Alameda,CA,eVgo Network,1,0,0,9,9,9.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Buttonwillow,CA,RIVIAN_ADVENTURE,1,0,0,9,9,9.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Castro Valley,CA,ChargePoint Network,6,0,9,0,9,1.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Esparto,CA,ChargePoint Network,5,0,9,0,9,1.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Big Sur,CA,Tesla Destination,3,0,9,0,9,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Cotati,CA,ChargePoint Network,6,0,9,0,9,1.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Imperial,CA,ChargePoint Network,5,0,9,0,9,1.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Monica,CA,Blink Network,5,0,9,0,9,1.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Laguna Hills,CA,NOODOE,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Poway,CA,ChargePoint Network,6,0,9,0,9,1.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Camarillo,CA,Non-Networked,3,0,9,0,9,3.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Bernardino,CA,RIVIAN_ADVENTURE,1,0,0,9,9,9.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa Clara,CA,FLASH,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oroville,CA,EVCS,1,0,1,8,9,9.00,88.89,11.11,2026-06-21 21:47:05.311903+00
Anaheim,CA,EV Connect,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
Valencia,CA,EV Connect,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Pedro,CA,Non-Networked,5,0,9,0,9,1.80,0.00,100.00,2026-06-21 21:47:05.311903+00
Danville,CA,EVCS,4,0,8,1,9,2.25,11.11,88.89,2026-06-21 21:47:05.311903+00
Shafter,CA,Non-Networked,1,0,9,0,9,9.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mountain View,CA,Blink Network,2,0,9,0,9,4.50,0.00,100.00,2026-06-21 21:47:05.311903+00
West Hollywood,CA,EVCS,1,0,0,8,8,8.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Orange,CA,LOOP,1,0,8,0,8,8.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Carmel Valley,CA,Blink Network,2,0,8,0,8,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Firebaugh,CA,Electrify America,2,0,2,6,8,4.00,75.00,25.00,2026-06-21 21:47:05.311903+00
Yountville,CA,ChargePoint Network,4,0,8,0,8,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Alturas,CA,Tesla,1,0,0,8,8,8.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Pleasanton,CA,EVGATEWAY,1,0,0,8,8,8.00,100.00,0.00,2026-06-21 21:47:05.311903+00
West Hollywood,CA,Tesla,1,0,0,8,8,8.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Covina,CA,NAYAX_ENERGY,1,0,0,8,8,8.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Yucaipa,CA,Blink Network,2,0,8,0,8,4.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Banos,CA,ChargePoint Network,5,0,8,0,8,1.60,0.00,100.00,2026-06-21 21:47:05.311903+00
Hermosa Beach,CA,EV Connect,1,0,8,0,8,8.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Montecito,CA,Tesla,1,0,0,8,8,8.00,100.00,0.00,2026-06-21 21:47:05.311903+00
